title,qualifies_wg,disqualification_reason,wg_needs_to_read,relevant_references,notes,author,publication,doi,year,search_venue,institution_lead_author,country_of_study,spatial_scale,time_range,bio_recs_data_analyzed,methods_development,methods_analysis,individual_sp_analysis,community_analysis,compiled_individual_sp_analysis,alien_sp_focus,distribution_change_based_on_specimen_reexamination,testing_spat_bias_correction,(testing other data quality correction),sp_richness,diversity,distribution,phenology,testing_macro_theory,order,taxon,entire_taxon_group,subset_justified,spatial_bias_addressed,spat_bias_correction_method,observer_variability_addressed,data_source,data_tp_what_where_when,data_tp_detection_non_detection,data_tp_known_effort,data_tp_semi_structured,data_tp_museum,data_tp_photo,data_tp_audio,data_tp_video,results_tp_hypothesis_testing,results_tp_prediction,results_tp_descriptive,(prediction performance meausure),(analysis method),multiple_datasets_integrated_for_analysis,(predictor variables),(summary stats),sample_size,voucher_necessary_for_analysis,volume,issue
Thomas Hardwicke (1756-1835): botanical drawings and manuscripts from the Hardwicke Bequest in the British Library,FALSE,collection catalogue,NA,NA,NA,"Turner, I. M.",ARCHIVES OF NATURAL HISTORY,10.3366/anh.2015.0308,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,2
DNA Sequence Analysis of the Late-Blight Pathogen Gives Clues to the World-Wide Migration,FALSE,museum specimens used for genetics,NA,NA,NA,"Ristaino, J. B.; Hu, Chia-Hui",Acta Horticulturae,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,834,NA
"Species of Coenosia Meigen (Diptera, Muscidae) described by Fritz van Emden from the British Museum Ruwenzori Expedition of 1934-1935",FALSE,taxonomy,NA,NA,NA,"Couri, Marcia; Pont, Adrian",ZOOTAXA,10.11646/zootaxa.4144.4.5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4144,4
"OSTEOLOGICAL REDESCRIPTION OF THE SKULL OF MICROCLEIDUS HOMALOSPONDYLUS (SAUROPTERYGIA, PLESIOSAURIA) FROM THE LOWER JURASSIC OF ENGLAND",FALSE,fossil only,NA,NA,NA,"Brown, David; Vincent, Peggy; Bardet, Nathalie",JOURNAL OF PALEONTOLOGY,10.1666/11-104,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,4
Global checklist of species of Grania (Clitellata: Enchytraeidae) with remarks on their geographic distribution,FALSE,collection catalogue,NA,NA,NA,"Prantoni, Alessandro; Lana, Paulo C.; Erseus, Christer",EUROPEAN JOURNAL OF TAXONOMY,10.5852/ejt.2017.391,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,NA
"Lost in follow-up rates in TRACER, ATLAS ACS 2, TRITON and TRA 2P trials: Challenging PLATO mortality rates",FALSE,medicine,NA,NA,NA,"DiNicolantonio, James J.; Can, Mehmet Mustafa; Serebruany, Victor L.",INTERNATIONAL JOURNAL OF CARDIOLOGY,10.1016/j.ijcard.2012.09.113,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,3
The National Eclipse Weather Experiment: use and evaluation of a citizen science tool for schools outreach,FALSE,meteorology,NA,NA,NA,"Portas, Antonio M.; Barnard, Luke; Scott, Chris; Harrison, R. Giles",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,10.1098/rsta.2015.0223,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,2077
Wave power variability over the northwest European shelf seas,FALSE,wave energy,NA,NA,NA,"Neill, Simon P.; Hashemi, M. Reza",APPLIED ENERGY,10.1016/j.apenergy.2013.01.026,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA
Late Holocene range collapse in a former British seabird species,FALSE,fossils,NA,NA,Borderline ineligible.  Fossils relate to old british specimens but there was also analysis of contemporary specimens from elsewhere suggesting that the fossil species in the UK is the same as the extant one elsewhere.,"Brace, Selina; Barnes, Ian; Kitchener, Andrew C.; Serjeantson, Dale; Turvey, Samuel T.",JOURNAL OF BIOGEOGRAPHY,10.1111/jbi.12305,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,8
The study of urban form in Ireland,FALSE,cartography,NA,NA,NA,"Kealy, Loughlin; Simms, Anngret",URBAN MORPHOLOGY,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1
CUDA optimization strategies for compute- and memory-bound neuroimaging algorithms,FALSE,computing,NA,NA,NA,"Lee, Daren; Dinov, Ivo; Dong, Bin; Gutman, Boris; Yanovsky, Igor; Toga, Arthur W.",COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,10.1016/j.cmpb.2010.10.013,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,3
Directional colour encoding of the human thalamus by diffusion tensor imaging,FALSE,medicine,NA,NA,NA,"Unrath, Alexander; Klose, Uwe; Grodd, Wolfgang; Ludolph, Albert C.; Kassubek, Jan",NEUROSCIENCE LETTERS,10.1016/j.neulet.2008.02.013,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,3
Effects of habitat on breeding success in a declining migrant songbird: the case of Pied Flycatcher Ficedula hypoleuca,FALSE,not bio recs data.  Nest box locations not opportunistic.  Volunteer data collection but other than that this is a standardized study.,NA,NA,NA,"Goodenough, Anne E.",ACTA ORNITHOLOGICA,10.3161/173484714X687046,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2
Impact of agricultural intensification of pastoral systems on bird distributions in Britain 1970-1990,TRUE,NA,NA,NA,NA,"Pain, DJ; Hill, D; McCracken, DI",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,10.1016/S0167-8809(96)01126-7,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,1
Densities and population estimates of breeding Skylarks Alauda arvensis in Britain in 1997,TRUE,NA,NA,NA,NA,"Browne, S; Vickery, J; Chamberlain, D",BIRD STUDY,10.1080/00063650009461160,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA
"ON THE GEOGRAPHIC DISTRIBUTION OF NEMOGNATHA PLAUMANNI BORCHMANN, 1942 (COLEOPTERA: MELOIDAE): NEW RECORDS FROM VENEZUELA, WITH A 4500 KM RANGE EXTENSION",FALSE,wrong geographic area.  Venezuala.,NA,NA,NA,"Garcia-Paris, Mario; Manzanilla, Jesus; Martinez-Solano, Inigo; Buckley, David",ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1
Mechanism and Catalytic Site Atlas (M-CSA): a database of enzyme reaction mechanisms and active sites,FALSE,medicine,NA,NA,NA,"Ribeiro, Antonio J. M.; Holliday, Gemma L.; Furnham, Nicholas; Tyzack, Jonathan D.; Ferris, Katherine; Thornton, Janet M.",NUCLEIC ACIDS RESEARCH,10.1093/nar/gkx1012,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,D1
"Mid-Carboniferous ammonoids from the Shannon Basin, western Ireland: identification of crushed material",FALSE,fossil only,NA,NA,NA,"Lacchia, Anthea R.; Sevastopulo, George D.; Graham, John R.",SWISS JOURNAL OF PALAEONTOLOGY,10.1007/s13358-015-0090-1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,1
"Reproducibility of species lists, visual cover estimates and frequency methods for recording high-mountain vegetation",FALSE,not bio recs data.  Observers working for authors followed protocol for data collection.,NA,NA,NA,"Vittoz, Pascal; Bayfield, Neil; Brooker, Rob; Elston, David A.; Duff, Elizabeth I.; Theurillat, Jean-Paul; Guisan, Antoine",JOURNAL OF VEGETATION SCIENCE,10.1111/j.1654-1103.2010.01216.x,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6
"Upper Ordovician Bryozoa from the Montagne de Noire, southern France",FALSE,wrong geographic area.  Fossil only.,NA,NA,NA,"Ernst, Andrej; Key, Marcus",JOURNAL OF SYSTEMATIC PALAEONTOLOGY,10.1017/S1477201907002155,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4
"Novel Sampling Method for Assessing Human-Pathogen Interactions in the Natural Environment Using Boot Socks and Citizen Scientists, with Application to Campylobacter Seasonality",FALSE,samples planned and located by authors though conducted by volunteers.,NA,NA,NA,"Jones, Natalia R.; Millman, Caroline; van der Es, Mike; Hukelova, Miroslava; Forbes, Ken J.; Glover, Catherine; Haldenby, Sam; Hunter, Paul R.; Jackson, Kathryn; O'Brien, Sarah J.; Rigby, Dan; Strachan, Norval J. C.; Williams, Nicola; Lake, Iain R.",APPLIED AND ENVIRONMENTAL MICROBIOLOGY,10.1128/AEM.00162-17,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,14
"Relationships of climate, residence time, and biogeographical origin with the range sizes and species richness patterns of exotic plants in Great Britain",TRUE,NA,NA,NA,NA,"Suzart de Albuquerque, Fabio; Castro-Diez, Pilar; Rueda, Marta; Hawkins, Bradford A.; Rodriguez, Miguel A.",PLANT ECOLOGY,10.1007/s11258-011-9962-7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,11
"Nomenclatural and taxonomic status of bird taxa (Aves) described by an ornithological swindler, Josef Prokop Prazak (1870-1904)",FALSE,taxonomy,NA,NA,NA,"Mlikovsky, Jiri",ZOOTAXA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3005
Atmospheric total ozone column evaluation with a smartphone image sensor,FALSE,not biology,NA,NA,NA,"Igoe, Damien P.; Parisi, Alfio V.; Amar, Abdurazaq; Downs, Nathan J.; Turner, Joanna",INTERNATIONAL JOURNAL OF REMOTE SENSING,10.1080/01431161.2018.1433895,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,9
VARIATIONS IN THE STOMATAL DENSITY OF SALIX-HERBACEA L UNDER THE CHANGING ATMOSPHERIC CO2 CONCENTRATIONS OF LATE-GLACIAL AND POSTGLACIAL TIME,FALSE,museum specimens used for morphology,NA,NA,NA,"BEERLING, DJ; CHALONER, WG; HUNTLEY, B; PEARSON, JA; TOOLEY, MJ; WOODWARD, FI",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rstb.1992.0057,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,1277
CLIMATE CHANGE IMPACTS ON WOODLAND SPECIES: IMPLICATIONS FOR THE CONSERVATION OF WOODLAND HABITATS IN IRELAND,TRUE,NA,NA,NA,NA,"Sharkey, Nova; Jones, Mike; Bourke, David",BIOLOGY AND ENVIRONMENT-PROCEEDINGS OF THE ROYAL IRISH ACADEMY,10.3318/BIOE.2013.20,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113B,3
Publishing the world: Perspectives on The times atlas,FALSE,cartography,NA,NA,NA,"Barclay, S",SCOTTISH GEOGRAPHICAL JOURNAL,10.1080/00369220418737190,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1-2
Trait correlates of distribution trends in the Odonata of Britain and Ireland,TRUE,NA,TRUE,NA,Yay!,"Powney, Gary D.; Cham, Steve S. A.; Smallshire, Dave; Isaac, Nick J. B.",PEERJ,10.7717/peerj.1410,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
Constructing web-based legacy index card archives - Architectural design issues and initial data acquisition,FALSE,document rescue,NA,NA,NA,"Downton, AC; Tams, AC; Wells, GJ; Holmes, AC; Lucas, SM; Beccaloni, GW; Scoble, MJ; Robinson, GS","SIXTH INTERNATIONAL CONFERENCE ON DOCUMENT ANALYSIS AND RECOGNITION, PROCEEDINGS",NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Explicit representations of maximal subgroups of the Monster,FALSE,math,NA,NA,NA,"Bray, JN; Wilson, RA",JOURNAL OF ALGEBRA,10.1016/j.jalgebra.2005.12.017,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,2
User-friendly software for the analysis of brain lesions (ABLe),FALSE,medicine,NA,NA,NA,"Solomon, Jeffrey; Raymont, Vanessa; Braun, Allen; Butman, John A.; Grafman, Jordan",COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,10.1016/j.cmpb.2007.02.006,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,3
Neurosurgery planning in rodents using a magnetic resonance imaging assisted framework to target experimentally defined networks,FALSE,medicine,NA,NA,NA,"Pallares, Vicente; Moya, Javier; Samper-Belda, Francisco J.; Canals, Santiago; Moratal, David",COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,10.1016/j.cmpb.7015.05.011,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2
"First Alaskan records and a significant northern range extension for two species of Diplura (Diplura, Campodeidae)",FALSE,wrong geographic area,NA,NA,NA,"Sikes, Derek S.; Allen, Robert T.",ZOOKEYS,10.3897/zookeys.563.6404,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563
"Wild bird feeding in an urban area: intensity, economics and numbers of individuals supported",FALSE,not bio recs data.  Questionaires about bird feeding.,NA,NA,NA,"Orros, Melanie E.; Fellowes, Mark D. E.",ACTA ORNITHOLOGICA,10.3161/00016454AO2015.50.1.006,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1
The efficacy of collar-mounted devices in reducing the rate of predation of wildlife by domestic cats,FALSE,not bio recs data,NA,NA,NA,"Nelson, SH; Evans, AD; Bradbury, RB",APPLIED ANIMAL BEHAVIOUR SCIENCE,10.1016/j.applanim.2005.04.003,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,3-4
Analysing I/O bottlenecks in LHC data analysis on grid storage resources,FALSE,computing,NA,NA,NA,"Bhimji, W.; Clark, P.; Doidge, M.; Hellmich, M. P.; Skipsey, S.; Vukotic, I.",Journal of Physics Conference Series,10.1088/1742-6596/396/4/042010,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,NA
Field Testing a Rare Species Bioacoustic Smartphone Application: Challenges and Future Considerations,FALSE,no bio recs data used.,NA,NA,NA,"Pantidi, Nadia; Moran, Stuart; Bachour, Khaled; Rodden, Tom; Zilli, Davide; Merrett, Geoff; Rogers, Alex",International Conference on Pervasive Computing and Communications,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monitoring change in biodiversity through composite indices,TRUE,NA,NA,NA,UK CBC data which is fairly structured,"Buckland, ST; Magurran, AE; Green, RE; Fewster, RM",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rstb.2004.1589,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,1454
Geochemical exploration in Cornwall and Devon: a review,FALSE,geology,NA,NA,NA,"Moon, Charles J.",GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS,10.1144/1467-7873/09-239,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3
LASIK-Induced Aberrations: Comparing Corneal and Whole-Eye Measurements,FALSE,medicine,NA,NA,NA,"Gobbe, Marine; Reinstein, Dan Z.; Archer, Timothy J.",OPTOMETRY AND VISION SCIENCE,10.1097/OPX.0000000000000557,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,4
Controlling invasive species by empowering environmental stakeholders: ecotourism boat operators as potential guardians of wildlife against the invasive American mink,FALSE,no bio recs data.  Survey data.,NA,NA,NA,"Fraser, Elaine J.; Macdonald, David W.; Bryce, Rosalind; Lambin, Xavier",ORYX,10.1017/S003060531300046X,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,4
"Atlas Florae Europaeae notes 27. Taxonomy of the Sorbus arranensis group (Rosaceae) in Norway, a hybrid aggregate between S. aria s. lato and S. aucuparia",FALSE,wrong geographic area.  Taxonomy.,NA,NA,NA,"Sennikov, Alexander N.; Hjertson, Mats; Salvesen, Per H.",ANNALES BOTANICI FENNICI,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1-2
"A revision of the genus Tineovertex Moriuti (Insecta: Lepidoptera: Tineidae), with descriptions of five new species",FALSE,taxonomy,NA,NA,NA,"Huang, Guo-Hua; Hirowatari, Toshiya; Wang, Min",ZOOTAXA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2991
Ethnopharmacological survey of plants used against diabetes in Kisangani city (DR Congo),FALSE,wrong geographic area.,NA,NA,NA,"Katemo, M.; Mpiana, P. T.; Mbala, B. M.; Mihigo, S. O.; Ngbolua, K. N.; Tshibangu, D. S. T.; Koyange, P. R.",JOURNAL OF ETHNOPHARMACOLOGY,10.1016/j.jep.2012.08.022,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,1
Revision and phylogenetic affinities of Elosuchus (Crocodyliformes),FALSE,fossil only.  Taxonomy.,NA,NA,NA,"Meunier, Louise M. V.; Larsson, Hans C. E.",ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1111/zoj.12448,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,1
Motivations and barriers in relation to community participation in biodiversity recording,FALSE,doesn’t use bio recs data.,NA,NA,NA,"Hobbs, Sarah J.; White, Piran C. L.",JOURNAL FOR NATURE CONSERVATION,10.1016/j.jnc.2012.08.002,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,6
